hiveid,recordday,temp,humidity,co2,weight,incount,outcount,pm10,pm25,extemphigh,extemplow
2,20,4.68,78.72,1955,18600,6,3,40,30,6.5,-5.5
2,21,7.51,80.78,2350,15300,10,6,34,28,5.2,1.1
2,22,5.62,79.46,1901,18050,6,6,25,16,1.2,-7.4
2,23,2.15,79.32,2436,16100,0,0,17,14,-4.1,-8.9
2,24,2.01,81.17,2296,17100,0,0,27,22,-3.6,-9.1
2,25,0.64,80.45,1565,18900,1,0,36,33,1.7,-9.7
2,26,2.74,81.43,2203,16200,0,0,33,31,3.4,-7.1
2,27,3.86,81.74,2011,16450,5,0,43,40,4.2,-6.5
2,28,4.74,82.62,2282,16950,16,0,41,34,3.2,-3.6
2,29,4.35,82.85,2351,19300,1,0,35,29,3.9,-5.9
2,30,5.46,83.79,2469,19300,4,0,40,37,4.3,-3
2,31,6.36,83.95,2268,17250,6,0,34,30,5.1,-2.2
3,01,3.35,74.36,369,16650,0,0,19,13,2.4,-4.7
3,02,4.76,74.53,386,14900,0,1,29,20,6.1,-3.9
3,03,7.62,75.5,403,12250,66,50,27,21,10.1,-0.2
3,04,7.14,74.99,376,18050,17,0,25,16,5.1,-1.6
3,05,4.33,74.69,372,17700,5,5,18,12,3.2,-2.5
3,06,4.67,74.83,382,13550,8,0,29,18,8.9,-3.8
3,07,7.95,75.83,418,13650,23,1,46,30,10,1
3,08,8.18,75.16,405,14400,31,3,47,31,11.6,-0.1
3,09,8.94,75.4,417,13250,97,37,54,38,12.4,1.4
3,10,6.51,75.08,424,12400,19,0,66,55,5.8,-1.4
3,11,6.88,75.22,410,14900,22,0,55,43,8.3,-0.3
3,12,4.99,74.86,394,13250,4,0,34,25,6.7,-2
3,13,8.09,76.05,389,14750,13,1,139,42,7.9,-0.8
3,14,3.71,74.46,369,14150,6,0,28,16,-0.7,-7.4
3,15,2.6,74.71,374,14500,3,3,22,14,7,-6.9
3,16,4.42,74.76,381,17750,1,0,31,22,0.9,-4.2
3,17,1.79,74.35,382,12600,0,2,21,17,0.8,-7.2
3,18,-0.31,75.06,371,13900,0,0,24,18,-3.5,-8.8
3,19,-0.45,74.37,389,13850,0,0,26,21,3,-9.4
3,20,2.65,75,414,15000,0,1,40,30,6.5,-5.5
3,21,6.21,75.55,411,14050,3,1,34,28,5.2,1.1
3,22,4.32,75.63,375,14550,2,2,25,16,1.2,-7.4
3,23,0,75.92,376,15200,0,0,17,14,-4.1,-8.9
3,24,-0.19,76.14,386,15650,1,1,27,22,-3.6,-9.1
3,25,-0.76,75.94,402,14800,0,0,36,33,1.7,-9.7
3,26,0.84,75.92,411,14850,0,0,33,31,3.4,-7.1
3,27,2.13,76.02,419,15000,0,0,43,40,4.2,-6.5
3,28,3.2,76.1,415,15300,4,3,41,34,3.2,-3.6
3,29,2.85,76.02,415,15200,0,0,35,29,3.9,-5.9
3,30,3.97,76.39,415,15300,2,2,40,37,4.3,-3
3,31,5.41,76.6,527,15600,0,0,34,30,5.1,-2.2
4,01,5.16,92.48,1384,18400,8,1,19,13,2.4,-4.7
4,02,6.07,93.43,1323,21400,6,1,29,20,6.1,-3.9
4,03,8.68,94,1515,17950,95,22,27,21,10.1,-0.2
4,04,8.56,93.83,811,22500,139,3,25,16,5.1,-1.6
4,05,6.18,93.72,1725,18750,49,14,18,12,3.2,-2.5
4,06,6.23,94.36,1589,21550,23,12,29,18,8.9,-3.8
4,07,8.75,95.24,1059,21400,66,16,46,30,10,1
4,08,9.13,94.75,885,21500,151,68,47,31,11.6,-0.1
4,09,10.67,95.45,1589,18550,662,578,54,38,12.4,1.4
4,10,8.6,96.12,1670,18450,72,6,66,55,5.8,-1.4
4,11,8.04,96.2,1166,22000,92,9,55,43,8.3,-0.3
4,12,6.49,95.83,1602,22150,27,12,34,25,6.7,-2
4,13,9.02,96.24,1066,22100,105,37,139,42,7.9,-0.8
4,14,5.55,95.1,966,21900,54,2,28,16,-0.7,-7.4
4,15,4.45,96,1763,18700,4,8,22,14,7,-6.9
4,16,6.1,78.3,1319,22500,2,1,31,22,0.9,-4.2
4,17,3.58,61.66,1798,21500,0,4,21,17,0.8,-7.2
4,18,1.19,64.28,1931,18250,1,1,24,18,-3.5,-8.8
4,19,1.26,66.31,1787,18150,0,0,26,21,3,-9.4
4,20,3.88,67.3,1353,21750,2,6,40,30,6.5,-5.5
4,21,7.15,68.09,1821,18200,3,2,34,28,5.2,1.1
4,22,5.41,66.98,866,21700,1,4,25,16,1.2,-7.4
4,23,1.45,68.22,1589,21950,0,3,17,14,-4.1,-8.9
4,24,1.27,69.78,1400,21800,0,2,27,22,-3.6,-9.1
4,25,0.86,70.17,1560,21650,0,2,36,33,1.7,-9.7
4,26,2.16,70.85,1274,21700,0,2,33,31,3.4,-7.1
4,27,3.6,71.09,1218,21700,3,2,43,40,4.2,-6.5
4,28,4.22,70.43,1139,21850,1,10,41,34,3.2,-3.6
4,29,3.8,69.94,1019,21750,1,2,35,29,3.9,-5.9
4,30,4.72,70.66,1169,21900,0,6,40,37,4.3,-3
4,31,5.84,70.39,824,21850,0,2,34,30,5.1,-2.2
