hiveid,recordday,temp,humidity,co2,weight,incount,outcount,pm10,pm25,extemphigh,extemplow
3,03,3.82,76.05,394,15600,0,0,36,22,3.7,-3.1
3,04,3.16,75.57,378,14600,0,0,45,34,6.2,-5.7
3,05,4.41,75.58,381,15250,0,0,61,51,8.3,-4.7
3,06,5.57,75.52,395,16150,0,0,74,53,11.3,-3.7
3,07,7.14,75.75,407,14650,0,0,81,67,12.2,-1.2
3,08,6.23,75.48,405,14500,0,0,80,67,8.3,-1.1
3,09,6.29,75.53,404,15800,0,0,58,46,13,-2.7
3,10,9.91,76.63,538,12450,0,0,27,26,8.6,1.6
3,11,7.12,76.31,411,12650,0,0,53,47,8.3,-1
3,12,5.65,76.06,425,11050,0,0,60,56,7.6,-1.1
3,13,9.05,75.48,430,11150,0,0,62,52,12.5,3.2
3,14,8.16,77.03,403,12000,0,0,46,36,7,-0.6
3,15,5.21,76.62,398,12850,0,0,45,35,8.5,-2
3,16,7.72,77.56,410,12300,0,2,45,38,6.3,-0.5
3,17,5.84,77.28,387,12300,0,0,51,38,7.4,-1.1
3,18,9.84,78.2,458,12450,0,0,60,47,10,5.3
3,19,9.67,78.03,392,12650,0,0,44,36,6.3,-0.7
3,20,4.54,76.79,365,13250,0,0,34,17,6.4,-3.2
3,21,3.05,76.7,368,13150,0,0,33,21,5,-5.1
3,22,4.78,77.01,389,13650,0,0,43,31,9.7,-4.4
3,23,19.37,79.14,2473,17750,137,0,34,26,10.7,-1.6
3,24,31.68,61.09,4538,18450,15,0,55,41,10.9,-0.2
3,25,29.69,51.63,4330,17900,5,0,35,20,6.5,-3.1
3,26,26.88,51.22,4198,18250,1,0,38,27,9,-5
3,27,26.44,53.1,3980,19200,15,0,50,38,14.2,-2.9
3,28,26.61,51.49,3865,18200,28,3,41,32,14.9,-1.1
4,01,7.68,68.7,821,21600,63,8,49,30,9.2,-1.7
4,02,4.5,67.03,743,21850,7,2,44,20,4,-4.2
4,03,3.35,67.36,709,21550,0,1,36,22,3.7,-3.1
4,04,2.8,66.84,788,21300,3,0,45,34,6.2,-5.7
4,05,3.79,67.19,643,21700,19,7,61,51,8.3,-4.7
4,06,4.94,66.76,682,21800,22,3,74,53,11.3,-3.7
4,07,6.56,67.05,605,21300,47,7,81,67,12.2,-1.2
4,08,5.86,66.79,9,21300,13,3,80,67,8.3,-1.1
4,09,5.78,66.67,9,22050,28,2,58,46,13,-2.7
4,10,9.09,67.81,9,21200,19,3,27,26,8.6,1.6
4,11,6.85,67.89,9,21300,15,0,53,47,8.3,-1
4,12,5.36,67.86,9,21450,32,14,60,56,7.6,-1.1
4,13,8.65,68.47,9,21350,169,39,62,52,12.5,3.2
4,14,8.2,68.37,9,21200,87,3,46,36,7,-0.6
4,15,5.25,67.06,9,21500,9,1,45,35,8.5,-2
4,16,7.27,67.92,9,21250,41,21,45,38,6.3,-0.5
4,17,5.49,67.54,9,21500,38,36,51,38,7.4,-1.1
4,18,8.97,68.35,9,21450,74,11,60,47,10,5.3
4,19,9.35,68.39,9,21250,14,7,44,36,6.3,-0.7
4,20,4.59,66.15,9,21500,4,0,34,17,6.4,-3.2
4,21,2.8,65.83,9,21400,0,0,33,21,5,-5.1
4,22,4.1,66.67,9,21450,0,0,43,31,9.7,-4.4
4,23,16.37,56.6,1348,16600,258,8,34,26,10.7,-1.6
4,24,25.26,41.39,1944,16950,5,16,55,41,10.9,-0.2
4,25,21.26,41.14,960,16550,1,0,35,20,6.5,-3.1
4,26,19.36,42.99,1080,16450,10,0,38,27,9,-5
4,27,20.64,50.19,921,16600,34,14,50,38,14.2,-2.9
4,28,21.68,44.73,901,16400,185,79,41,32,14.9,-1.1
