hiveid,recordday,temp,humidity,co2,weight,incount,outcount,pm10,pm25,extemphigh,extemplow
2,05,32.8,66.3,2188,14900,7170,6380,25,16,25.7,17.7
2,06,32.4,65.1,1894,17450,4930,4540,27,8,22.8,11
2,07,30.8,60.7,2802,16800,5960,5850,23,8,13.6,5.6
2,08,0,0,2068,16950,7330,6950,31,15,17.4,2.5
2,09,0,0,2138,14350,5790,5160,27,14,20.7,7.7
2,10,22.6,61.1,1732,16250,1720,1590,23,10,11.9,2.7
2,11,11.9,72,2818,15950,180,110,26,13,6,-1
2,12,11.1,74.4,2628,13550,430,350,24,12,7.8,1.2
2,13,13.7,70.5,2258,14200,2250,2160,20,6,9.1,-0.1
2,14,20.8,69.1,2270,14650,9880,9550,27,12,12,1.4
2,15,20.4,69.7,1980,14800,8610,8270,40,23,14,5.1
2,16,16.8,70.9,1912,12850,460,390,31,22,10,5.2
2,17,14.8,73.4,1772,13500,670,500,15,6,8.1,0.2
2,18,11,77,2332,14600,80,40,18,7,8.1,-2.4
2,19,14,76,2095,15400,4240,3990,35,14,13.7,1.7
2,20,13.8,76.5,1917,15100,6960,6530,35,17,13.3,2.5
2,21,11.3,77.8,1272,15100,1930,1500,35,17,15.6,1.8
2,22,11.1,81.1,611,15400,3740,1860,33,18,17.3,3.4
2,23,16.3,83.1,804,16000,1780,1120,74,36,17.3,7.5
2,24,8.6,77.7,559,16250,580,70,17,4,7.5,-1.5
2,25,4,77,503,15550,0,0,19,6,4.9,-4
2,26,4.5,77.4,488,14150,0,0,32,18,8.2,-1.3
2,27,10.3,79.8,479,15100,40,30,25,13,12.2,5.8
2,28,8.8,77.5,452,14250,0,0,33,15,7.7,1.9
2,29,6.5,76.9,435,15950,0,0,27,14,7.9,1.8
2,30,5,74.5,427,16650,0,0,17,5,2.8,-3.4
3,01,31.7,62.5,1877,14300,15933,11334,40,20,24.9,12
3,02,31.7,62.5,1902,15100,18305,12873,30,13,27.1,15.5
3,03,31.8,63.5,2349,12650,18410,12958,29,14,25.2,14
3,04,31.7,65.2,1818,11800,20643,13578,33,18,23,16.9
3,05,31.8,66.2,1908,11900,14569,10232,25,16,25.7,17.7
3,06,31.1,65.4,1793,13950,10218,7224,27,8,22.8,11
3,07,30.9,59.7,2580,12850,14716,12190,23,8,13.6,5.6
3,08,29.4,63.6,2019,13900,8158,7763,31,15,17.4,2.5
3,09,29.5,66.6,3333,11200,7746,6652,27,14,20.7,7.7
3,10,29.6,62.7,2651,14650,5485,5047,23,10,11.9,2.7
3,11,27.3,67.8,4563,12400,693,656,26,13,6,-1
3,12,27,68.4,4564,11000,558,528,24,12,7.8,1.2
3,13,28.2,65.1,4484,11800,3887,3452,20,6,9.1,-0.1
3,14,29.4,63.3,3953,12600,10719,9006,27,12,12,1.4
3,15,29.6,63.5,4006,12650,12307,10298,40,23,14,5.1
3,16,28.2,62.4,4255,10250,1801,1675,31,22,10,5.2
3,17,28.8,58.8,4225,10250,2208,2054,15,6,8.1,0.2
3,18,26,64.2,4563,10900,587,500,18,7,8.1,-2.4
3,19,26.9,66.1,3468,11750,4142,3841,35,14,13.7,1.7
3,20,28.5,62.9,3739,13550,5240,4796,35,17,13.3,2.5
3,21,27.8,60.6,3337,13050,10070,7868,35,17,15.6,1.8
3,22,27.1,61.5,2610,12700,7103,5619,33,18,17.3,3.4
3,23,27.2,62.9,1235,14350,5386,4176,74,36,17.3,7.5
3,24,19.1,61.5,3121,15400,399,127,17,4,7.5,-1.5
3,25,13.5,68.9,3384,15550,32,14,19,6,4.9,-4
3,26,13.1,73.7,3600,12100,63,14,32,18,8.2,-1.3
3,27,16.6,75,2687,10050,533,403,25,13,12.2,5.8
3,28,15.9,70.5,2780,11950,191,52,33,15,7.7,1.9
3,29,12.7,67.4,3092,13750,20,12,27,14,7.9,1.8
3,30,10.7,73.4,3082,15450,4,0,17,5,2.8,-3.4
4,01,29.9,69.4,1241,12400,914,23260,40,20,24.9,12
4,02,30.4,69.5,846,13400,816,24450,30,13,27.1,15.5
4,03,30.3,68.3,1324,11350,1027,23860,29,14,25.2,14
4,04,31.9,69.7,1020,11900,1300,20060,33,18,23,16.9
4,05,31.4,71.2,867,12200,1298,19170,25,16,25.7,17.7
4,06,31,68.7,1288,14250,1008,13110,27,8,22.8,11
4,07,30,61.3,1903,10900,419,12040,23,8,13.6,5.6
4,08,29,61.1,1646,11750,617,20800,31,15,17.4,2.5
4,09,30.4,63.9,1096,11650,935,23540,27,14,20.7,7.7
4,10,30.4,60.3,1079,12700,616,3770,23,10,11.9,2.7
4,11,27.3,56,1633,10650,97,190,26,13,6,-1
4,12,27.6,54.9,1063,12400,130,330,24,12,7.8,1.2
4,13,26,56.2,944,12950,265,3520,20,6,9.1,-0.1
4,14,27.3,58.4,691,11000,684,24680,27,12,12,1.4
4,15,28,57.5,670,10650,1318,55730,40,23,14,5.1
4,16,26.1,58.3,1317,9500,434,2550,31,22,10,5.2
4,17,24.9,59.6,931,10600,306,1150,15,6,8.1,0.2
4,18,22.4,59.8,800,11800,104,180,18,7,8.1,-2.4
4,19,20.6,66.4,560,12200,2866,20280,35,14,13.7,1.7
4,20,11.5,76.1,875,11950,2727,4320,35,17,13.3,2.5
4,21,9.4,79.2,1418,11750,1168,1720,35,17,15.6,1.8
4,22,10.7,81.2,1406,12250,973,1020,33,18,17.3,3.4
4,23,15.9,82.8,1401,12750,555,1060,74,36,17.3,7.5
4,24,7.9,79.4,1358,12500,256,30,17,4,7.5,-1.5
4,25,3.2,78.2,1358,12450,0,0,19,6,4.9,-4
4,26,4.6,78.1,1372,13050,0,0,32,18,8.2,-1.3
4,27,9.9,79.2,1112,12450,0,0,25,13,12.2,5.8
4,28,8.3,77.8,925,13600,0,0,33,15,7.7,1.9
4,29,6.6,77.1,906,12500,0,0,27,14,7.9,1.8
4,30,4.8,75.5,600,13050,0,0,17,5,2.8,-3.4
