hiveid,recordday,temp,humidity,co2,weight,incount,outcount,pm10,pm25,extemphigh,extemplow
2,18,32.29,67.75,946.47,14750,2687,1684,23,12,31,20.8
2,19,32.61,68.11,970.61,14850,3185,2488,17,7,31.8,22
2,20,33.12,69.62,983.96,14700,3348,2881,15,6,29.9,24.4
2,21,32.79,68.75,935.19,15000,2756,2154,21,10,31.9,23.3
2,22,33.14,69.21,761.15,17100,3080,2508,18,8,32.2,24
2,23,32.56,68.81,873.58,13950,2783,2516,15,11,27.5,24.3
2,24,31.55,67.26,1105.04,14400,5082,4523,22,13,27.4,21.8
2,25,31.2,66.19,900.13,15100,5376,4793,19,11,29.3,20.7
2,26,30.35,64.92,857.02,14550,5359,4567,24,16,28.3,17.7
2,27,29.78,64.35,925.54,14850,4755,3925,23,18,25.9,18.2
2,28,27.64,63.41,730.7,14950,5362,3763,16,11,28.7,16.2
2,29,28.2,64.61,974.68,14100,4048,3165,16,10,23.1,19.7
2,30,28.33,65.71,895.74,13850,4356,3480,16,11,24.2,20.3
2,31,28.23,66.2,851.94,14450,5287,4070,14,10,24.4,20.2
3,01,34.18,66.97,2312.9,17700,88222,82066,9,3,33.1,25.8
3,02,34.13,66.47,1903.33,17150,64210,58844,11,4,32.2,25.4
3,03,33.38,67.22,2204.92,16800,71788,64947,14,5,32.2,25.6
3,04,32.73,66.71,2242.89,17300,60526,55530,10,4,32.6,26.1
3,05,33.39,67.79,2149.13,17300,64283,58962,16,5,32.4,26
3,06,33.77,66.37,1588.56,17200,51518,38491,22,10,34.1,26.9
3,07,35.02,70.76,2143.21,16250,29759,36220,19,10,34.7,26.3
3,08,32.14,63.17,2054.22,17400,52868,39756,17,6,31,27.1
3,09,34.59,66.3,1965.44,17550,79182,82092,13,3,31.7,27
3,10,34.69,66.31,2052.85,16250,97865,93523,13,6,30.2,25.2
3,11,30.56,61.28,3751.73,14800,41732,36363,11,4,26.7,23.4
3,12,34.45,68.74,2616.77,17400,75898,69214,15,7,31.4,24.6
3,13,33.45,66.37,3023.57,16200,64861,60181,18,10,30.4,24.4
3,14,33.27,66.1,2469.46,17450,58350,48351,20,9,33.3,26.1
3,15,33.97,65.59,1740.65,17550,35687,38732,12,4,32.7,27
3,16,34.09,67.99,3821.49,10250,35121,35433,14,7,28.9,23.2
3,17,33.99,68.51,3158.56,12950,13107,44965,21,11,30.4,23.1
3,18,31.25,62.38,2732.09,15150,7919,39541,23,12,31,20.8
3,19,33.07,66.6,2903.94,15200,6015,35891,17,7,31.8,22
3,20,33.92,69.32,3619.8,14100,6577,28688,15,6,29.9,24.4
3,21,31.42,64.24,2891.74,15650,3636,23259,21,10,31.9,23.3
3,22,32.3,66.28,2644.79,15900,3622,26390,18,8,32.2,24
3,23,31.17,64.6,4013.85,13300,5402,22117,15,11,27.5,24.3
3,24,30.6,62.85,4134.92,14050,4188,27112,22,13,27.4,21.8
3,25,31.8,64.36,3147.77,16500,6036,27465,19,11,29.3,20.7
3,26,32.48,65.73,3214.74,16500,2020,26230,24,16,28.3,17.7
3,27,32.06,62.87,3367.16,15650,3975,26872,23,18,25.9,18.2
3,28,31.71,61.03,3619.79,15750,3770,16645,16,11,28.7,16.2
3,29,31.29,59.11,3949.26,14200,2594,16795,16,10,23.1,19.7
3,30,31.23,60.75,4395.3,12850,1890,12959,16,11,24.2,20.3
3,31,31.25,60.8,4062.43,13850,2723,13758,14,10,24.4,20.2
4,01,35.53,71.67,730.36,20900,1867,34105,9,3,33.1,25.8
4,02,35.05,69.77,662.57,20750,1783,145413,11,4,32.2,25.4
4,03,34.89,70.31,899.6,24550,800,69058,14,5,32.2,25.6
4,04,34.97,71.29,965.96,24650,975,75562,10,4,32.6,26.1
4,05,34.86,72.57,869.53,20750,589,76140,16,5,32.4,26
4,06,35.08,81.46,769.63,20550,107,52910,22,10,34.1,26.9
4,07,35.27,91.41,715.22,24150,527,54105,19,10,34.7,26.3
4,08,34.76,95.06,1087.92,20450,507,42886,17,6,31,27.1
4,09,34.63,93.83,1141.67,20350,571,81927,13,3,31.7,27
4,10,34.77,95.6,1209.29,24050,460,78544,13,6,30.2,25.2
4,11,34.06,95.81,2445.4,20650,290,51680,11,4,26.7,23.4
4,12,34.27,95.57,1859.3,20700,592,74940,15,7,31.4,24.6
4,13,34.03,95.02,2081.76,20500,460,52703,18,10,30.4,24.4
4,14,34.48,95.77,1606.67,20500,158,45301,20,9,33.3,26.1
4,15,34.58,95.78,1104.26,20200,61,31453,12,4,32.7,27
4,16,33.83,95.73,2438.85,23700,122,37955,14,7,28.9,23.2
4,17,33.61,95.45,2373.19,23550,174,42307,21,11,30.4,23.1
4,18,32.92,95.18,1966.81,23650,208,30733,23,12,31,20.8
4,19,33.19,95.5,2089.69,20000,131,28745,17,7,31.8,22
4,20,33.44,96.11,2181.72,19850,80,20464,15,6,29.9,24.4
4,21,33,95.82,2143.48,20000,81,15013,21,10,31.9,23.3
4,22,33.28,95.8,1711.92,19950,121,18489,18,8,32.2,24
4,23,32.87,95.52,2246.02,19800,238,14879,15,11,27.5,24.3
4,24,31.88,94.83,2436.04,20000,176,15550,22,13,27.4,21.8
4,25,31.19,94.38,1985.98,23700,363,21717,19,11,29.3,20.7
4,26,31.19,94.38,1991.06,23700,260,24925,24,16,28.3,17.7
4,27,29.9,94.4,1931.06,19800,256,6720,23,18,25.9,18.2
4,28,29.19,94.37,1880.87,19650,229,9245,16,11,28.7,16.2
4,29,27.03,94.36,1449.56,23350,413,8293,16,10,23.1,19.7
4,30,27.6,94.81,2013.53,19600,137,10187,16,11,24.2,20.3
4,31,27.58,95.35,1641.19,19700,193,7642,14,10,24.4,20.2
