hiveid,recordday,temp,humidity,co2,weight,incount,outcount,pm10,pm25,extemphigh,extemplow
2,25,34.42,71.14,2410,17900,112337,75054,45,16,28.4,16.1
2,26,34.42,70.62,2569,16700,128175,83441,33,11,27,16.9
2,27,34.61,69.95,2356,16800,159349,102496,34,14,26.8,21.1
2,28,34.65,70.94,2345,14450,102619,78247,18,6,22.6,19.2
2,29,34.51,72.91,2743,15100,80827,66335,11,3,21.5,19
2,30,34.66,75.57,2138,16900,136355,110311,25,10,29,20.1
2,31,34.74,74.6,1696,17550,158834,116520,27,11,29.2,19.1
3,01,33.27,61.96,3743,19950,4176,3,60,26,21.9,9.6
3,02,33.45,63.99,3690,18550,3738,19,41,19,26.3,10
3,03,33.65,65.85,2545,15950,3224,1,39,20,25.2,13.9
3,04,33.74,66.75,1984,14100,3631,4,26,10,24.1,17.6
3,05,33.56,67.03,1084,13000,3752,7,10,4,22.6,18.5
3,06,33.3,67.17,1705,14500,4649,3,11,4,20.8,14
3,07,32.29,66.23,2996,16150,4112,0,23,13,16.3,9.3
3,08,31.97,65.03,3697,17750,10673,14,32,21,22.3,5.6
3,09,29.61,69.14,3029,17050,8514,27,46,27,23,7.9
3,10,29.61,72.45,3213,17750,15519,14,51,29,25.7,10.5
3,11,32.08,75.68,3546,18300,9300,163,49,28,27.4,11
3,12,31.16,72.3,3747,1800,6159,791,49,26,24.5,12.9
3,13,31.65,71.2,3176,2900,12485,7613,40,23,23.8,13
3,14,30.35,71.55,3038,2850,17703,10565,31,17,26,11.5
3,15,30.88,71.39,2184,3450,20900,14017,39,21,29.4,12.4
3,16,32.36,70.12,1936,3050,28192,19589,47,22,32,17.4
3,17,32.28,72,2794,2750,28197,20410,41,20,31.6,17.9
3,18,31.71,70.57,3041,1300,26461,16940,32,20,21.6,16.2
3,19,31.86,71.7,3164,3350,23066,17514,20,10,26.3,14.1
3,20,33.31,72.95,2547,2400,24122,17931,26,13,27.5,15.6
3,21,33.57,74.85,2757,2750,16834,13819,33,13,23,15.3
3,22,33.2,74.87,3588,3950,15252,13682,111,34,22.4,14.7
3,23,33.1,75.18,3560,3350,18818,15482,100,33,25.3,12.1
3,24,33.18,74.65,3228,3200,20038,16777,56,24,26.6,13.4
3,25,33.18,73.15,2366,3000,21096,17889,45,16,28.4,16.1
3,26,33.33,73.44,2799,3250,20287,18091,33,11,27,16.9
3,27,33.89,72.87,1887,5050,21686,19090,34,14,26.8,21.1
3,28,34.02,74.76,2421,2800,19936,16849,18,6,22.6,19.2
3,29,33.88,75.43,3159,2800,17773,15567,11,3,21.5,19
3,30,34.15,74.56,2639,3700,25379,22871,25,10,29,20.1
3,31,34.23,69.53,1723,3050,26427,22517,27,11,29.2,19.1
4,01,18.28,51.9,200,15150,0,0,60,26,21.9,9.6
4,02,17.96,50.28,206,14400,0,0,41,19,26.3,10
4,03,21.06,50.09,197,13700,0,0,39,20,25.2,13.9
4,04,23.48,51.97,187,13450,0,2,26,10,24.1,17.6
4,05,23.8,53.52,188,13300,0,5,10,4,22.6,18.5
4,06,22.7,54.74,188,14100,0,0,11,4,20.8,14
4,07,18.28,54.53,189,14350,0,0,23,13,16.3,9.3
4,08,16.05,54.13,212,14750,0,2,32,21,22.3,5.6
4,09,17.54,54.44,206,14450,1,2,46,27,23,7.9
4,10,18.86,54.31,205,14350,0,0,51,29,25.7,10.5
4,11,19.88,54.36,211,14300,0,1,49,28,27.4,11
4,12,25.21,56.39,838,12200,2448,23492,49,26,24.5,12.9
4,13,33.7,63.17,2138,12200,8819,66366,40,23,23.8,13
4,14,33.36,62.28,1848,12100,9157,65925,31,17,26,11.5
4,15,33.55,62.14,1511,12400,7326,88784,39,21,29.4,12.4
4,16,33.88,61.58,1219,12350,7951,127307,47,22,32,17.4
4,17,33.88,61.16,1642,11900,5379,116156,41,20,31.6,17.9
4,18,33.84,60.3,1571,9700,7090,95247,32,20,21.6,16.2
4,19,33.82,62.71,1583,11550,6626,115273,20,10,26.3,14.1
4,20,33.89,63.45,963,10950,6369,120335,26,13,27.5,15.6
4,21,33.78,64.71,1383,11200,5806,102233,33,13,23,15.3
4,22,33.63,65.62,1650,10200,4126,105585,111,34,22.4,14.7
4,23,33.73,66.7,1186,10400,5221,121958,100,33,25.3,12.1
4,24,33.77,65.72,1015,11300,4590,112640,56,24,26.6,13.4
4,25,33.94,64.74,980,11550,5941,121929,45,16,28.4,16.1
4,26,34.11,64.79,1486,10550,8837,138403,33,11,27,16.9
4,27,34.47,62.66,855,10550,7282,148696,34,14,26.8,21.1
4,28,34.49,63.44,1053,9800,9910,138183,18,6,22.6,19.2
4,29,34.38,67.02,1325,12850,10365,117379,11,3,21.5,19
4,30,34.57,68.36,1067,13100,11325,158981,25,10,29,20.1
4,31,34.44,66.38,814,12900,9044,155520,27,11,29.2,19.1
