hiveid,recordday,temp,humidity,co2,weight,incount,outcount,pm10,pm25,extemphigh,extemplow
2,30,3.6,77.7,242,14350,0,0,64,45,9.1,-1.3
2,31,8.5,79.6,220,15500,0,0,39,25,9.1,4
3,01,9.1,74.1,3442,13750,2,0,23,10,3.8,-1.6
3,02,9.8,75.6,2933,12150,63,1,27,13,7.7,0.1
3,03,11.6,75.3,1866,12500,203,71,33,15,7.9,0.3
3,04,10.3,73.5,1747,13950,93,36,30,14,9.6,-2
3,05,13.2,74.5,1184,13200,687,453,45,22,13.3,0.2
3,06,16.6,70.4,1109,12500,1696,1363,68,46,14.6,3.5
3,07,17.2,67.3,1058,13400,3302,2512,28,4,12.5,2.7
3,08,19.3,72.7,1965,13850,10803,8670,68,20,20.3,7.3
3,09,21.1,75.8,1884,11950,8416,5943,54,22,20.5,10.6
3,10,20.6,75.9,2667,12150,6867,3534,56,29,20.1,9.4
3,11,20.1,74.9,2340,9800,2918,541,38,20,15.5,11.9
3,12,16.1,75.9,2335,10050,1509,73,12,3,11.9,7.1
3,13,16.5,78.9,1954,12300,1890,783,20,8,14,7.5
3,14,15.2,78.5,2543,11050,1262,134,15,6,13.1,10.8
3,15,16.9,78,2285,10700,959,225,10,3,14.1,6
3,16,10.3,77.6,3063,11850,553,0,14,5,6,-4.5
3,17,2.8,77.2,4067,13700,152,0,15,6,-3.8,-8.4
3,18,1.7,77.6,3790,14900,145,0,16,6,-0.4,-7.9
3,19,4.3,79,3833,12600,59,10,31,18,1.8,-3.7
3,20,5.5,79.8,3036,13550,30,0,27,16,1.9,-7
3,21,2.4,78.9,2643,13500,20,0,16,7,-4.3,-9.5
3,22,1.9,78.7,1566,13600,15,0,19,8,-4,-10.5
3,23,2.8,79.3,1179,12850,1,0,24,14,2.4,-8.5
3,24,5.3,81.2,1970,11400,0,0,31,19,3.8,-2.3
3,25,6.8,82.4,1327,11700,19,0,38,26,4.7,-2
3,26,9.3,84.4,1568,13100,122,14,33,19,7.8,0.9
3,27,9.3,84.7,879,12850,1555,1304,43,27,9,1.1
3,28,7.2,84.9,1118,12900,193,30,50,35,7.4,-1
3,29,6.5,84.3,1175,12600,49,3,62,44,7.9,-1.1
3,30,6.1,82.1,2339,11250,16,12,64,45,9.1,-1.3
3,31,10.5,84.9,1718,12500,139,27,39,25,9.1,4
4,01,3.8,74.7,188,11650,0,0,23,10,3.8,-1.6
4,02,5.2,75.2,195,11050,0,0,27,13,7.7,0.1
4,03,7.2,75.2,196,10450,0,10,33,15,7.9,0.3
4,04,5.4,74.6,191,11900,0,0,30,14,9.6,-2
4,05,7.4,74.7,201,11500,0,0,45,22,13.3,0.2
4,06,9.6,75.5,204,11500,0,110,68,46,14.6,3.5
4,07,10,74.9,197,11750,0,0,28,4,12.5,2.7
4,08,13.8,76.3,226,11850,8,70,68,20,20.3,7.3
4,09,15,75.8,222,11400,2,130,54,22,20.5,10.6
4,10,14.3,76,229,12400,1,20,56,29,20.1,9.4
4,11,15.2,77.2,225,11600,0,0,38,20,15.5,11.9
4,12,12.6,77,187,12250,5,0,12,3,11.9,7.1
4,13,13,78,205,13250,0,0,20,8,14,7.5
4,14,13.1,78.3,199,12750,0,0,15,6,13.1,10.8
4,15,14,78.6,208,12750,0,0,10,3,14.1,6
4,16,7.4,76.4,185,12650,0,0,14,5,6,-4.5
4,17,-0.7,73.8,186,13250,0,0,15,6,-3.8,-8.4
4,18,-2.8,73.5,192,13750,0,0,16,6,-0.4,-7.9
4,19,1,75.1,202,12500,0,0,31,18,1.8,-3.7
4,20,2.1,75.5,191,12500,0,0,27,16,1.9,-7
4,21,-2.4,73.3,192,12100,0,0,16,7,-4.3,-9.5
4,22,-3.1,73,190,12700,0,0,19,8,-4,-10.5
4,23,-1.7,73.8,193,11800,0,0,24,14,2.4,-8.5
4,24,1.9,75.1,195,11600,0,0,31,19,3.8,-2.3
4,25,2.5,75,194,12050,10,0,38,26,4.7,-2
4,26,5.6,76.1,256,12700,0,0,33,19,7.8,0.9
4,27,5.9,76,357,12500,0,10,43,27,9,1.1
4,28,4.4,75.8,263,12800,0,0,50,35,7.4,-1
4,29,4.3,76.5,367,12600,0,0,62,44,7.9,-1.1
4,30,3.3,77.4,329,12600,0,0,64,45,9.1,-1.3
4,31,8.9,80.1,573,13050,0,0,39,25,9.1,4
