hiveid,recordday,temp,humidity,co2,weight,incount,outcount,pm10,pm25,extemphigh,extemplow
3,03,30,73.8,1596,13050,1458,1363,16,8,33,23
3,04,30.1,73.8,1361,13600,1492,1380,22,11,31.7,23.3
3,05,29.8,72.9,1546,14650,1743,1688,20,10,31.4,24
3,06,28.8,73.6,1374,15650,1125,1095,21,9,31.7,21.6
3,07,27.8,72.9,1436,14800,1143,1132,21,11,31.6,20.6
3,08,26.2,72.3,1297,13550,528,494,21,10,29.6,18.6
3,09,26.6,72.4,1199,14150,399,381,30,17,30.7,19.8
3,10,27.6,72.7,1161,14100,392,384,38,24,31.2,21.7
3,11,27.4,72.2,1036,13850,643,621,31,19,30.8,21.6
3,12,27.1,70.5,1062,13200,635,590,31,18,29.9,21.2
3,13,25.9,70,1345,10000,306,276,25,16,23.9,19.9
3,14,25.1,70.8,1367,11700,325,280,17,7,26.1,19.7
3,15,26.1,71.1,1418,11400,298,251,13,5,25.6,21.8
3,16,26.7,71.7,1205,11300,212,159,15,5,28.8,22.6
3,17,26.9,71.1,1173,13500,330,310,13,4,29.1,22.1
3,18,28.2,73,1085,14400,285,252,14,4,30.2,22.2
3,19,27.8,72.7,894,14700,359,315,26,14,28.6,21
3,20,25.9,72.2,1014,12000,340,276,27,15,25,20.9
3,21,24.4,72.4,740,13700,255,209,17,6,23,18.3
3,22,25,71.5,1450,16650,2842,909,25,13,25.1,16.9
3,23,34.4,64.1,3097,16900,31946,12202,24,11,26.9,15.3
3,24,34.3,61.3,2689,18000,29570,13537,20,7,27.9,15.9
3,25,34.3,60.5,2830,15650,26141,14776,23,6,27.8,19
3,26,34.7,62.9,2151,14300,19640,12878,20,7,23.6,20.5
3,27,34.3,65.8,2116,14750,23588,13168,16,6,24.6,21
3,28,34.2,65.7,2502,15950,24136,11931,39,23,27.5,20.4
3,29,33.5,65.3,3036,16000,16818,7557,55,33,25,17.8
3,30,33,63.9,3152,15150,16892,8197,26,12,23.8,15
4,01,26.8,73.2,304,14050,592,8870,29,17,30.5,18.9
4,02,27.4,73.5,562,13750,273,7250,30,19,30.4,19
4,03,30,74.6,649,13200,503,9370,16,8,33,23
4,04,30.2,74.4,676,13500,354,10950,22,11,31.7,23.3
4,05,30,74.1,947,13500,328,11110,20,10,31.4,24
4,06,29.1,73.5,918,13800,249,9310,21,9,31.7,21.6
4,07,28.1,72.7,941,12900,544,10890,21,11,31.6,20.6
4,08,26.7,72.4,912,12250,252,8440,21,10,29.6,18.6
4,09,27.1,72.6,806,12650,207,7500,30,17,30.7,19.8
4,10,28.2,72.6,760,12700,300,9360,38,24,31.2,21.7
4,11,27.8,72.2,801,12500,239,10270,31,19,30.8,21.6
4,12,27.5,71.4,822,12350,188,8500,31,18,29.9,21.2
4,13,26.4,71.5,1016,11750,142,5090,25,16,23.9,19.9
4,14,25.7,71.2,665,13400,163,4920,17,7,26.1,19.7
4,15,26.6,71.6,388,13800,265,5180,13,5,25.6,21.8
4,16,27.1,72.4,324,13750,178,4540,15,5,28.8,22.6
4,17,27.8,73.4,349,14350,115,4450,13,4,29.1,22.1
4,18,28.5,73.7,321,14200,216,4550,14,4,30.2,22.2
4,19,28,73.7,413,14200,92,4100,26,14,28.6,21
4,20,26.2,73.7,622,13750,88,4330,27,15,25,20.9
4,21,24.6,73.5,372,14100,63,3680,17,6,23,18.3
4,22,25.1,72.6,673,15700,7001,4400,25,13,25.1,16.9
4,23,34.2,64.3,1068,14500,24392,54670,24,11,26.9,15.3
4,24,34.2,60.9,691,14400,10536,73120,20,7,27.9,15.9
4,25,33.9,59,816,13500,8948,100450,23,6,27.8,19
4,26,34.2,61.6,1026,13750,7066,122640,20,7,23.6,20.5
4,27,33.5,64,859,14450,7743,103180,16,6,24.6,21
4,28,33.3,64.3,763,14300,13326,86090,39,23,27.5,20.4
4,29,32.9,64.4,1331,14350,8216,47770,55,33,25,17.8
4,30,32.4,63.2,1542,13800,9583,35620,26,12,23.8,15
