hiveid,recordday,temp,humidity,co2,weight,incount,outcount,pm10,pm25,extemphigh,extemplow
1,29,28.71,63.34,759.72,25350,1974,4368,37,30,25.9,15
1,30,29.47,63.36,697.62,26550,12633,4441,40,33,28.8,14.3
2,01,28.09,65.87,780.7,14800,4974,3796,16,11,26.6,19
2,02,28.03,65.7,622.98,15200,5339,3749,13,8,27.7,18.2
2,03,29.75,66.92,627.46,14800,7298,3935,8,6,29.4,20.4
2,04,30.77,67.47,657.64,14550,6828,4469,10,7,31.4,22.5
2,05,30.33,67.58,623,13900,4849,3365,13,8,25.7,19.3
2,06,27.09,65.91,772.13,14700,5506,3955,13,10,25.3,17.4
2,07,27.33,65.8,756.77,14450,4800,3367,26,18,28,17
2,08,27.5,65.11,701.98,16950,2335,1474,26,18,28.8,15.8
2,09,28.59,65.69,629.81,14700,1645,1002,20,15,30,18.2
2,10,28.22,65.57,601.63,14550,2407,1053,14,11,27.6,18.8
2,11,28.64,66.02,573.93,14600,2007,1354,17,12,29.5,18.9
2,12,29.39,66.34,680.19,14000,1140,431,22,18,25.8,20.8
2,13,29.14,66.55,616.46,14750,1822,1233,19,13,28.1,21.5
2,14,29.56,66.61,597.53,15450,1689,1246,15,12,28.7,21.8
2,15,30.25,66.36,517.78,14650,1571,1314,18,11,32.1,21
2,16,31.89,67.1,491.23,14200,1340,1069,24,17,32.8,24
2,17,32.61,67.41,480.46,14200,1012,870,27,21,32.4,23.9
2,18,32.45,67.17,449.7,14900,808,561,20,14,33.3,23.8
2,19,32.07,66.81,455.98,15800,912,481,22,11,30.1,19.3
2,20,27.69,63.33,496.91,17750,1717,333,26,13,25.3,15.8
2,21,25.62,61.5,490.1,15000,1200,318,20,12,26,13.9
2,22,25.37,61.22,510.8,15200,1029,374,21,13,25,14.1
2,23,24.98,61,520.7,14500,798,399,23,13,24.2,14.1
2,24,22.87,59.32,511.28,14350,878,352,21,11,24.1,12.5
2,25,24.81,61,519.6,16450,1073,348,25,17,24.4,14.9
2,26,24.73,60.72,529.54,14350,452,126,30,21,24.7,16
2,27,25.28,60.31,463.73,14700,749,93,33,24,28,14.3
2,28,25.65,60.11,491.43,14300,1257,234,38,26,25.1,16.3
2,29,24.64,59.49,467.3,14350,3467,1627,37,30,25.9,15
2,30,28.64,60.69,1340.5,15050,2050,1221,40,33,28.8,14.3
3,01,31.01,61.06,3792.83,15100,930,13953,16,11,26.6,19
3,02,30.76,62.23,3258.34,16200,1693,11953,13,8,27.7,18.2
3,03,31.53,65.48,2152.85,16350,1662,9276,8,6,29.4,20.4
3,04,32.03,67.28,1502.4,15050,567,9346,10,7,31.4,22.5
3,05,31.4,66.29,1955.13,13150,474,10505,13,8,25.7,19.3
3,06,28.84,63.92,2449.59,12850,1287,9856,13,10,25.3,17.4
3,07,28.92,65.26,2246,14500,925,8230,26,18,28,17
3,08,28.97,65.03,1870.76,15000,1073,7029,26,18,28.8,15.8
3,09,29.97,65.65,1758.45,16350,1068,7115,20,15,30,18.2
3,10,29.92,64.39,2353.8,15550,771,5558,14,11,27.6,18.8
3,11,30.27,65.52,1759.33,15550,875,6076,17,12,29.5,18.9
3,12,30.84,64.4,2836.98,13050,645,5088,22,18,25.8,20.8
3,13,30.85,65.25,2960.44,14750,722,5475,19,13,28.1,21.5
3,14,31.08,64.82,1795.11,16850,650,4812,15,12,28.7,21.8
3,15,31.55,64.55,1415.52,15500,871,5122,18,11,32.1,21
3,16,32.33,66.03,1654.44,14400,694,5088,24,17,32.8,24
3,17,32.7,66.79,1425.23,14450,659,7340,27,21,32.4,23.9
3,18,32.48,66.61,1645.91,16100,731,5851,20,14,33.3,23.8
3,19,32.01,64.92,1318,16250,600,9870,22,11,30.1,19.3
3,20,28.32,59.35,2202.38,15300,964,7809,26,13,25.3,15.8
3,21,26.6,59.28,2424.39,14650,765,3329,20,12,26,13.9
3,22,26.44,58.74,2473.17,14700,1036,1958,21,13,25,14.1
3,23,25.8,58.92,2436.78,13200,8476,1852,23,13,24.2,14.1
3,24,23.92,58.87,2603.36,13450,512,1875,21,11,24.1,12.5
3,25,25.8,59.69,2502.17,13550,782,1843,25,17,24.4,14.9
3,26,25.16,58.77,2777.25,13700,793,2105,30,21,24.7,16
3,27,25.69,59.82,1878,14700,503,2744,33,24,28,14.3
3,28,26.38,60.95,1993.58,14000,575,2626,38,26,25.1,16.3
3,29,25.72,61.08,1404.18,14800,1399,1645,37,30,25.9,15
3,30,26.49,60.08,2114.84,15100,2236,1954,40,33,28.8,14.3
4,01,27.21,95.76,1319.57,23750,100,6490,16,11,26.6,19
4,02,27.2,95.85,972.17,20250,170,6079,13,8,27.7,18.2
4,03,28.77,96.36,897.71,19950,328,5409,8,6,29.4,20.4
4,04,30.04,96.58,925.77,19750,167,4335,10,7,31.4,22.5
4,05,29.69,96.31,786.09,19500,184,4975,13,8,25.7,19.3
4,06,26.32,96.04,1035.15,19900,257,3536,13,10,25.3,17.4
4,07,26.03,96.15,933.92,23650,128,4000,26,18,28,17
4,08,26.03,96.15,933.92,23650,229,2763,26,18,28.8,15.8
4,09,26.11,96.01,731.04,19850,153,4537,20,15,30,18.2
4,10,26.96,96.48,643.17,23450,258,3847,14,11,27.6,18.8
4,11,26.98,96.35,661.26,19550,171,3625,17,12,29.5,18.9
4,12,27.57,96.57,518.59,19550,149,2989,22,18,25.8,20.8
4,13,28.25,96.28,613.75,23250,81,3065,19,13,28.1,21.5
4,14,28.19,96.55,524.47,23550,89,3294,15,12,28.7,21.8
4,15,28.5,96.2,493.27,23400,67,1664,18,11,32.1,21
4,16,31.14,95.83,319.03,22750,131,1315,24,17,32.8,24
4,17,31.9,95.81,257.33,19250,90,1899,27,21,32.4,23.9
4,18,31.92,95.33,176,23150,82,1021,20,14,33.3,23.8
4,19,31.04,95.21,169.18,19300,25,1091,22,11,30.1,19.3
4,20,26.09,93.88,316.4,18800,53,2160,26,13,25.3,15.8
4,21,23.9,93.45,337.49,18800,20,1350,20,12,26,13.9
4,22,23.59,93.32,315.55,22250,41,874,21,13,25,14.1
4,23,23.12,93.38,305.53,18500,6,592,23,13,24.2,14.1
4,24,21.39,92.95,250.63,22400,5,875,21,11,24.1,12.5
4,25,23,93.46,265.06,22300,11,634,25,17,24.4,14.9
4,26,23.26,92.57,291.76,22450,31,493,30,21,24.7,16
4,27,22.03,86.19,249.7,22500,16,387,33,24,28,14.3
4,28,24.17,92.83,265.6,22550,15,451,38,26,25.1,16.3
4,29,23.52,92.83,131.12,19150,1565,15538,37,30,25.9,15
4,30,28.34,92.31,658.73,20800,4794,58505,40,33,28.8,14.3
