hiveid,recordday,temp,humidity,co2,weight,incount,outcount,pm10,pm25,extemphigh,extemplow
1,28,34.54,78.09,715.64,25600,22007,73744,26,17,34.8,22.7
1,29,35.26,78.7,520.84,25650,15640,74974,21,14,35.6,25.9
1,30,34.87,77.47,552.45,25000,15727,65773,15,9,32.9,24.7
1,31,34.52,77.11,1000.68,23850,11850,43010,10,5,29,24.7
2,01,35.33,74.81,1305.91,16250,174254,123599,14,5,33.2,24.2
2,02,35.19,73.87,1285.48,16800,174094,118043,26,17,34.1,23.4
2,03,35.2,73.2,1200.75,15900,163280,115417,27,18,33.5,24.5
2,04,35.22,73.26,1252.29,15700,166350,117425,23,13,32.1,24
2,05,35.19,73.85,1353.98,16400,169720,115810,34,23,30.7,24.5
2,06,35.25,74.16,1146.79,17200,165470,112275,19,10,34.7,25.4
2,07,35.36,73.84,1008.26,15750,151840,104758,14,5,34.3,27.2
2,08,35.25,73.44,1230.07,15850,146070,105249,23,14,30.6,24.3
2,09,34.96,71.64,1376.55,16000,149920,105496,31,23,31,23.5
2,10,35.16,72.48,1250.09,15550,136170,97990,37,28,34.2,24.3
2,11,35.08,72.32,1469.41,15500,129790,93200,22,14,30.9,24.1
2,12,35.26,73.28,1303.2,16150,130190,92850,26,15,30.7,25.2
2,13,34.73,70.7,1455.73,15300,115060,84440,22,14,27.3,24.7
2,14,34.87,71.03,1573.2,15050,123080,87310,22,11,28.3,23.8
2,15,34.66,70.19,1693.4,15750,116160,83710,22,12,30.5,22.1
2,16,34.66,69.36,1621.09,17200,106670,79100,26,15,30.6,22.9
2,17,34.63,69.31,1875.51,14700,88300,64420,26,13,29.7,23.4
2,18,33.96,69.47,2555.17,13700,55730,44600,14,10,26.5,21.4
2,19,34.25,70.21,2279.06,14800,74030,59750,23,13,29.5,21.7
2,20,34.59,70.5,1778.66,14750,67010,50910,28,16,32.1,22.8
2,21,34.04,70.26,2312.16,14100,40620,33440,22,11,27.2,22.9
2,22,34.01,69.69,2035.02,14700,43930,35190,23,11,29,22.8
2,23,34.04,69.69,2106.17,14700,84320,71310,24,14,28.7,21.2
2,24,34.18,70.58,2507.67,13950,41180,29670,15,9,26.6,22.8
2,25,34.42,70.62,1786.3,15050,59900,41850,20,9,30.6,23.3
2,26,34.66,70.82,1482.59,15050,50369,34730,27,16,32.4,22.7
2,27,34.48,69.85,1229.83,15350,49214,38275,25,17,33.2,24.1
2,28,34.6,69.34,1254.23,15150,43275,34982,26,17,34.8,22.7
2,29,35.19,69.72,976.29,15500,39303,31330,21,14,35.6,25.9
2,30,34.82,69.69,1108.81,14550,35921,31014,15,9,32.9,24.7
2,31,34.24,70.57,1891,16350,25120,21448,10,5,29,24.7
3,01,35.36,70.28,909.17,18650,69513,122926,14,5,33.2,24.2
3,02,35.32,71.02,801.98,18700,74868,118017,26,17,34.1,23.4
3,03,35.21,70.94,883.36,17950,53974,116114,27,18,33.5,24.5
3,04,35.2,70.96,962.91,18250,51954,114258,23,13,32.1,24
3,05,35.3,72.8,1399.32,19150,69439,126710,34,23,30.7,24.5
3,06,35.2,71.45,878.31,19500,42971,111327,19,10,34.7,25.4
3,07,34.5,70.59,778.68,21050,37488,105398,14,5,34.3,27.2
3,08,35.13,71.21,938.89,18350,38940,94651,23,14,30.6,24.3
3,09,34.85,70.2,1401.71,18750,36429,104066,31,23,31,23.5
3,10,35.11,71.13,1348.27,18550,47218,103942,37,28,34.2,24.3
3,11,35.04,70.35,1419.38,17750,35007,85818,22,14,30.9,24.1
3,12,35.24,72.78,1556.41,19000,34079,97033,26,15,30.7,25.2
3,13,34.78,69.82,1362.83,18100,39990,80980,22,14,27.3,24.7
3,14,34.94,71.66,1593.52,18400,32620,89712,22,11,28.3,23.8
3,15,34.61,69.72,1813.94,18600,169415,81394,22,12,30.5,22.1
3,16,34.67,69.08,2147.66,18450,153772,79620,26,15,30.6,22.9
3,17,34.8,68.87,2337.07,18350,129490,79285,26,13,29.7,23.4
3,18,34.28,69.13,3778.8,15500,117450,63019,14,10,26.5,21.4
3,19,34.52,69.63,2917.51,17900,162188,83589,23,13,29.5,21.7
3,20,33.91,68.76,1943,18400,115059,66360,28,16,32.1,22.8
3,21,34.57,69.45,2780.3,17050,102479,51521,22,11,27.2,22.9
3,22,34.37,68.76,2310.66,17900,91227,46902,23,11,29,22.8
3,23,34.13,69.62,2866.02,17850,94916,56661,24,14,28.7,21.2
3,24,34.31,70.5,3306.38,15900,85958,44938,15,9,26.6,22.8
3,25,34.13,71.44,3726.56,18150,57017,31828,20,9,30.6,23.3
3,26,34.74,71.16,2057.22,18000,100483,92982,27,16,32.4,22.7
3,27,33.46,65.14,2084.48,19550,55008,65458,25,17,33.2,24.1
3,28,35.09,70.18,1416.73,18000,144286,115023,26,17,34.8,22.7
3,29,35.18,69.36,1325.83,17650,86764,91598,21,14,35.6,25.9
3,30,34.94,67.8,1662.29,17150,109811,99700,15,9,32.9,24.7
3,31,34.07,66.78,3194.25,16000,83520,65863,10,5,29,24.7
4,01,35.19,10,352.26,24850,260995,225317,14,5,33.2,24.2
4,02,35.11,28.07,304.98,24850,244648,213679,26,17,34.1,23.4
4,03,35.15,50.84,359.35,20950,234105,206829,27,18,33.5,24.5
4,04,35.11,55.05,361.31,25000,231136,210651,23,13,32.1,24
4,05,35.14,50.19,459.13,21500,229188,210526,34,23,30.7,24.5
4,06,35.1,50.43,306.69,25250,211978,194486,19,10,34.7,25.4
4,07,35.2,57.28,360.71,24800,203517,180800,14,5,34.3,27.2
4,08,35.12,45.55,404.9,21150,182873,178855,23,14,30.6,24.3
4,09,34.75,48.4,545.83,21350,177054,163535,31,23,31,23.5
4,10,35.09,41.58,492.77,21150,174946,167744,37,28,34.2,24.3
4,11,35,26.26,655.77,21400,162256,147975,22,14,30.9,24.1
4,12,35.21,31.19,625.46,21600,172881,163333,26,15,30.7,25.2
4,13,34.76,27.39,673.88,21250,165980,156970,22,14,27.3,24.7
4,14,34.91,17.75,825.98,21250,151560,145091,22,11,28.3,23.8
4,15,34.67,18.68,735.91,24800,165984,151745,22,12,30.5,22.1
4,16,34.74,30.98,888.56,24550,143824,148504,26,15,30.6,22.9
4,17,34.83,36.37,874.23,24500,140721,134827,26,13,29.7,23.4
4,18,34.3,38.67,1510.09,24800,117826,110052,14,10,26.5,21.4
4,19,34.48,27.77,1262.17,20950,103747,129465,23,13,29.5,21.7
4,20,34.66,23.46,994.77,24750,13681,131005,28,16,32.1,22.8
4,21,34.59,23.43,1387.13,20700,8721,100228,22,11,27.2,22.9
4,22,34.49,17.42,1201.21,24300,11291,90508,23,11,29,22.8
4,23,34.29,26.52,1435.88,20450,5792,106093,24,14,28.7,21.2
4,24,34.3,25.98,1747.87,20550,4714,79618,15,9,26.6,22.8
4,25,34.18,23,1842.46,21300,2390,50988,20,9,30.6,23.3
4,26,34.79,23.62,841.04,20450,5692,107677,27,16,32.4,22.7
4,27,32.59,27.55,863.58,21200,1912,49074,25,17,33.2,24.1
4,28,34.98,47,446.35,19850,8293,146664,26,17,34.8,22.7
4,29,35.43,51.17,544.96,20750,1849,133450,21,14,35.6,25.9
4,30,35.47,70.41,540.66,20750,1343,116716,15,9,32.9,24.7
4,31,35.53,73.55,817.3,21000,2508,98998,10,5,29,24.7
