hiveid,recordday,temp,humidity,co2,weight,incount,outcount,pm10,pm25,extemphigh,extemplow
2,29,29.43,64.4,2999,21100,16695,15908,78,41,21.4,3
2,30,30.81,69.76,2990,22000,16704,14980,73,40,23.9,5.7
2,31,30.89,70.15,3080,20150,14847,13614,66,36,24.1,6.2
3,01,29.24,52.67,4271,18150,47,0,45,33,11.4,3.1
3,02,26.36,53.24,3715,20950,6,0,42,15,8.3,-0.8
3,03,24.64,59.66,2979,20250,6,0,39,19,12.1,-3.4
3,04,25.54,59.52,2616,19850,20,6,57,36,16.3,0.2
3,05,27.53,56.32,1887,21350,36,1,85,62,16.7,1.5
3,06,30.03,53.32,3350,22050,433,1,76,55,17.8,2
3,07,32.12,57.28,4069,23400,2261,0,56,30,21.6,6.5
3,08,32.48,60.82,4334,20700,7325,6,47,26,21.3,8.5
3,09,32.27,65.21,3985,13850,12352,0,49,34,19.6,6.4
3,10,32.08,63.66,4160,19250,3935,1,77,45,24.6,2.6
3,11,32.41,65.02,4199,20850,5234,24,99,42,25.8,11.1
3,12,32.32,61.31,4569,14450,1563,0,65,33,15.1,1.6
3,13,31.49,52.1,4565,16300,135,0,39,14,8.8,-1.7
3,14,31.46,55.83,4446,19850,934,0,43,15,18.7,2.4
3,15,32.49,64.99,4416,16150,2593,0,34,14,20.6,6.8
3,16,31.89,60.38,4567,23350,295,0,64,15,13,2.2
3,17,31.73,55.78,4567,18050,151,0,58,23,11.5,3.7
3,18,31.9,57.59,4384,17750,566,0,61,35,15,4.9
3,19,31.8,57.94,4453,16200,290,0,72,47,16.9,1.2
3,20,31.98,58.38,4506,18100,607,0,84,59,18.9,2.2
3,21,32.58,63.1,4488,19350,1600,0,67,36,23.8,5.9
3,22,32.72,68.48,4349,15250,6245,0,69,41,25.8,9.3
3,23,32.81,67.54,4291,13350,3426,0,108,63,16.9,9.1
3,24,32.32,65.79,4453,16050,686,0,143,31,17.7,7.2
3,25,32.43,62.75,4525,16150,537,0,67,23,14.1,6.5
3,26,32.2,64.63,4570,18800,423,0,66,26,16.1,4.6
3,27,31.7,61.4,4564,18050,685,0,44,24,14.4,0.8
3,28,31.89,61.13,4449,19300,1235,0,75,39,16.3,1.9
3,29,32.54,64.08,4532,19000,1628,0,78,41,21.4,3
3,30,33.1,67.64,4180,21600,4543,0,73,40,23.9,5.7
3,31,32.97,67.71,3566,20750,4177,0,66,36,24.1,6.2
4,01,24.28,45.1,1513,16200,77,13,45,33,11.4,3.1
4,02,19.85,45.27,976,16800,5,0,42,15,8.3,-0.8
4,03,17.56,60.79,860,16250,11,0,39,19,12.1,-3.4
4,04,19.45,62.84,811,16050,191,13,57,36,16.3,0.2
4,05,21.17,55.98,823,16100,343,68,85,62,16.7,1.5
4,06,19.09,58.66,849,16100,288,562,76,55,17.8,2
4,07,18.05,61.99,1021,16750,346,138,56,30,21.6,6.5
4,08,19.03,59.65,596,16200,233,39,47,26,21.3,8.5
4,09,21.99,59.85,783,14400,185,47,49,34,19.6,6.4
4,10,19.28,57.41,452,16350,141,53,77,45,24.6,2.6
4,11,20.67,55.81,493,16150,221,47,99,42,25.8,11.1
4,12,17.55,54.29,625,14100,18,3,65,33,15.1,1.6
4,13,9.04,54.75,212,14550,2,25,39,14,8.8,-1.7
4,14,10.57,55.07,133,15900,856,278,43,15,18.7,2.4
4,15,16.27,58.03,213,14950,1611,260,34,14,20.6,6.8
4,16,12.43,53.98,234,17400,1334,4,64,15,13,2.2
4,17,11.12,54.6,204,15400,1629,23,58,23,11.5,3.7
4,18,12.72,55.71,199,15050,1226,5,61,35,15,4.9
4,19,11.29,52.86,200,14250,537,56,72,47,16.9,1.2
4,20,12.13,53.16,199,15300,276,0,84,59,18.9,2.2
4,21,15.09,52.96,199,15650,458,25,67,36,23.8,5.9
4,22,18.01,54.16,202,14950,372,0,69,41,25.8,9.3
4,23,18.36,56.57,204,14500,321,5,108,63,16.9,9.1
4,24,14.66,55.92,196,15200,244,5,143,31,17.7,7.2
4,25,13.68,56.73,194,15750,169,0,67,23,14.1,6.5
4,26,14.02,56.38,191,15800,104,8,66,26,16.1,4.6
4,27,10.55,51.93,197,15250,0,0,44,24,14.4,0.8
4,28,10.92,52.88,196,16000,0,0,75,39,16.3,1.9
4,29,12.85,52.81,202,16100,0,0,78,41,21.4,3
4,30,15.35,51.53,204,16500,0,0,73,40,23.9,5.7
4,31,16.01,49.3,203,16050,0,10,66,36,24.1,6.2
