hiveid,recordday,temp,humidity,co2,weight,incount,outcount,pm10,pm25,extemphigh,extemplow
3,12,20.5,74.64,511,14450,768,29,32,27,24.9,12.9
3,13,19.11,74.14,473,13300,1611,54,22,19,19,9.2
3,14,14.36,72.94,443,15000,981,27,27,22,15.5,8.1
3,15,12.83,74.25,440,14700,993,30,30,22,14.2,4.3
3,16,13.83,74.81,442,14750,907,21,37,27,15.4,7
3,17,13.98,74.72,603,15700,1118,6,44,32,17.8,5.1
3,18,13.16,74.51,506,16450,1140,22,41,30,20.4,4.7
3,19,13.67,74.64,515,16400,1110,35,44,32,20.1,5.7
3,20,16.28,75.34,538,15350,835,21,42,33,19.6,10.6
3,21,14.82,75.21,556,15200,1053,22,56,44,19.1,7.2
3,22,14.85,75.61,606,13450,996,0,69,59,15.7,9.8
3,23,15.68,75.84,560,15000,718,0,56,49,16.2,6.8
3,24,11.79,75.19,521,15550,918,4,44,33,16,5.3
3,25,12.82,75.54,458,17050,715,7,48,34,19.2,4.9
3,26,14.76,75.75,437,17000,545,115,56,26,15.8,3.7
3,27,10.25,74.6,394,16900,504,88,46,24,18.1,0.5
3,28,15.08,76.48,473,12750,262,237,24,18,19.6,8.8
3,29,17.66,76.31,455,17500,462,127,18,15,16.3,3
3,30,7.17,74.25,367,16400,344,0,22,12,3,-3.6
4,01,18.88,96.81,1150,24150,1992,5550,53,43,19.5,9.5
4,02,18.64,96.67,849,20400,2183,4589,54,42,18.9,8.3
4,03,15.49,96.06,1225,24050,1496,2726,45,31,17.4,5.6
4,04,21.47,87.92,1685,24500,1056,1872,28,15,11.7,4.1
4,05,15.24,90.61,1798,23500,707,1226,38,27,13.9,0.8
4,06,13.58,94.48,1192,19300,1098,2397,37,27,16.2,3.2
4,07,15.39,94.4,1208,23250,1284,9453,46,35,18.6,4.8
4,08,17.06,94.96,1383,22700,1550,6180,42,33,18.4,6.4
4,09,18.06,94.91,1340,19350,1854,8814,56,47,17.8,9
4,10,17.53,94.35,1097,19400,1882,7233,65,51,21,6.9
4,11,18.48,94.52,990,22950,1538,4376,59,44,24.1,9.4
4,12,23.3,93.81,1462,19050,2766,12959,32,27,24.9,12.9
4,13,22.69,92.65,656,22400,2299,2014,22,19,19,9.2
4,14,15.94,94.4,664,18900,1262,906,27,22,15.5,8.1
4,15,14.05,94.27,884,22400,1198,379,30,22,14.2,4.3
4,16,14.62,94.49,728,18700,1305,633,37,27,15.4,7
4,17,14.5,94.18,634,18800,1045,962,44,32,17.8,5.1
4,18,14.27,93.82,807,19000,1002,2097,41,30,20.4,4.7
4,19,14.72,93.61,747,19000,877,991,44,32,20.1,5.7
4,20,16.92,94.65,613,18600,784,949,42,33,19.6,10.6
4,21,15.85,94.02,519,18550,527,656,56,44,19.1,7.2
4,22,15.47,94.53,514,18500,557,355,69,59,15.7,9.8
4,23,16.08,94.65,268,18300,641,357,56,49,16.2,6.8
4,24,13.07,93.7,751,21800,379,163,44,33,16,5.3
4,25,13.58,94.18,722,22400,312,342,48,34,19.2,4.9
4,26,15.38,94.46,676,18600,387,531,56,26,15.8,3.7
4,27,11.81,92.91,709,18800,1026,209,46,24,18.1,0.5
4,28,15.44,94.7,966,18400,606,655,24,18,19.6,8.8
4,29,18.87,94.84,777,18650,905,708,18,15,16.3,3
4,30,9.71,91.61,538,18200,692,48,22,12,3,-3.6
